,A.1 Total Costs,A.1_Expected Number of Deaths,A.2 Total Costs,A.2_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
302,60717312.84309486,0.0,51753320.58471611,0.015655112725002675,400400000.0,0.0
303,127373940.11831835,0.05065937542628858,163180434.23566717,0.0,0.0,0.0
304,95213987.28559849,0.0,36017352.68235521,0.04149801345277306,371400000.0,0.0
305,158247805.46284032,0.0,53600102.54575416,0.012931405217985477,84600000.0,0.0
306,42291505.65437629,0.0,212973621.42474473,0.000517256208719419,0.0,3536.2212079371943
307,32694901.094161935,0.0,49497524.54636512,0.01298621598316114,1382500000.0,0.0
308,192730334.84053624,0.0,121464156.24182102,0.002102611799095315,800900000.0,1449.2344707533466
309,72222705.9376919,0.0,72833952.69095933,0.002681770057813722,273100000.0,1810.0519031143167
310,42291505.65437629,0.0,58217297.62049719,0.0028085081670649274,248500000.0,5926.545923410431
311,71223146.50296113,0.0,91657648.67639142,0.016457303822642065,290400000.0,0.0
312,85246019.34861892,0.0,59848483.79055184,0.013832671150924354,115300000.0,0.0
313,104000676.5449382,0.0,47063471.71801579,0.01012576842888458,1324200000.0,0.0
314,66507014.9338145,0.0,49468047.283570394,0.004650877110175422,906700000.0,4300.51361183723
315,160653415.04717183,0.007691751725578184,36017352.68235521,0.04149801345277306,30700000.0,0.0
316,187909334.92897186,0.05065937542628858,237392368.97149292,0.0,0.0,0.0
317,181420849.26579878,0.0,112832601.01821715,0.0,0.0,0.0
318,78453877.84187987,0.0,269209918.9262564,0.0,0.0,0.0
319,96490140.39936846,0.0060791250511546295,52014818.67274299,0.007168246907917229,0.0,4438.644668645025
320,147905392.42524517,0.0,51512702.91116473,0.0005354738405023954,169200000.0,6733.387060944642
321,88511693.9986257,0.0,10266702.208204525,0.01175890442320904,806100000.0,0.0
